"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Klebsiella pneumoniae",7013,1
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Klebsiella pneumoniae",7013,55
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Pseudomonas aeruginosa",3751,3
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Pseudomonas aeruginosa",3751,29
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Pseudomonas aeruginosa",3751,2
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Pseudomonas aeruginosa",3751,58
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Staphylococcus aureus",11707,3
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Staphylococcus aureus",11707,34
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Staphylococcus aureus",11707,3
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Staphylococcus aureus",11707,43
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Streptococcus pneumoniae",2061,8
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Streptococcus pneumoniae",2061,36
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Streptococcus pneumoniae",2061,3
2021,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Streptococcus pneumoniae",2061,40
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Acinetobacter spp.",1090,13
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Acinetobacter spp.",1090,39
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Acinetobacter spp.",1090,10
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Acinetobacter spp.",1090,38
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Escherichia coli",33920,2
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Escherichia coli",33920,25
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Escherichia coli",33920,1
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Escherichia coli",33920,72
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecalis",3632,7
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecalis",3632,26
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecalis",3632,2
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecalis",3632,65
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecium",3872,2
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecium",3872,37
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecium",3872,1
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecium",3872,60
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Klebsiella pneumoniae",7276,3
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Klebsiella pneumoniae",7276,30
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Klebsiella pneumoniae",7276,1
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Klebsiella pneumoniae",7276,66
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Pseudomonas aeruginosa",3724,3
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Pseudomonas aeruginosa",3724,29
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Pseudomonas aeruginosa",3724,2
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Pseudomonas aeruginosa",3724,66
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Staphylococcus aureus",12250,4
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Staphylococcus aureus",12250,39
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Staphylococcus aureus",12250,3
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Staphylococcus aureus",12250,53
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Streptococcus pneumoniae",3312,7
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Streptococcus pneumoniae",3312,39
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Streptococcus pneumoniae",3312,2
2022,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Streptococcus pneumoniae",3312,51
